,TITLE,JOURNAL_ID,YEAR,CITED_IN,CITED_OUT
316,"Rhodamine Inhibitors of P-Glycoprotein: An Amide/Thioamide ""Switch"" for ATPase Activity",47,2009,1,0
317,Perspectives on the structure-function of ABC transporters: The Switch and Constant Contact Models,47,2012,1,0
318,"Rituximab but not other anti-CD20 antibodies reverses multidrug resistance in 2 B lymphoma cell lines, blocks the activity of P-glycoprotein (P-gp), and induces P-gp to translocate out of lipid rafts",47,2006,1,0
319,Identification of putative binding sites of P-glycoprotein based on its homology model,47,2008,1,0
320,Multidrug resistance in cancer: Role of ATP-dependent transporters,47,2002,1,0
321,IS THE MULTIDRUG TRANSPORTER A FLIPPASE,47,1992,1,0
322,Structural flexibility of the linker region of human P-glycoprotein permits ATP hydrolysis and drug transport,47,1998,1,0
323,Identification and localization of three photobinding sites of iodoarylazidoprazosin in hamster P-glycoprotein,47,2001,1,0
324,SIMPLE ALLOSTERIC MODEL FOR MEMBRANE PUMPS,47,1966,2,0
325,Crystal structure of the multidrug transporter P-glycoprotein from Caenorhabditis elegans,47,2012,2,0
326,"Opening of the ADP-bound active site in the ABC transporter ATPase dimer: Evidence for a constant contact, alternating sites model for the catalytic cycle",47,2009,1,0
327,SURFACE GLYCOPROTEIN MODULATING DRUG PERMEABILITY IN CHINESE-HAMSTER OVARY CELL MUTANTS,47,1976,1,0
328,"Mutations in Intracellular Loops 1 and 3 Lead to Misfolding of Human P-glycoprotein (ABCB1) That Can Be Rescued by Cyclosporine A, Which Reduces Its Association with Chaperone Hsp70",47,2013,1,0
329,Identification of an ABCB/P-glycoprotein-specific Inhibitor of Auxin Transport by Chemical Genomics,47,2010,1,0
330,Lipid dependence of ABC transporter localization and function,47,2009,1,0
331,Structural basis for gating mechanisms of a eukaryotic P-glycoprotein homolog,47,2014,1,0
332,Mutational analysis of the P-glycoprotein first intracellular loop and flanking transmembrane domains,47,1998,1,0
333,Determining membrane protein structures: still a challenge!,47,2007,1,0
334,Nucleotide-induced structural changes in P-glycoprotein observed by electron microscopy,47,2008,1,0
335,Refined structures of mouse P-glycoprotein,47,2014,2,0
336,Site-directed fluorescence labeling of P-glycoprotein on cysteine residues in the nucleotide binding domains,47,1996,1,0
337,P-glycoprotein ATPase activity requires lipids to activate a switch at the first transmission interface,47,2016,1,0
338,Human P-glycoprotein is active when the two halves are clamped together in the closed conformation,47,2010,1,0
339,Drugs Modulate Interactions between the First Nucleotide-Binding Domain and the Fourth Cytoplasmic Loop of Human P-Glycoprotein,47,2016,1,0
340,Drug Rescue Distinguishes between Different Structural Models of Human P-Glycoprotein,47,2013,1,0
341,A Salt Bridge in Intracellular Loop 2 Is Essential for Folding of Human P-Glycoprotein,47,2013,1,0
342,Mapping the Binding Site of the Inhibitor Tariquidar That Stabilizes the First Transmembrane Domain of P-glycoprotein,47,2015,1,0
343,The Transmission Interfaces Contribute Asymmetrically to the Assembly and Activity of Human P-glycoprotein,47,2015,1,0
344,Cysteines Introduced into Extracellular Loops 1 and 4 of Human P-Glycoprotein That Are Close Only in the Open Conformation Spontaneously Form a Disulfide Bond That Inhibits Drug Efflux and ATPase Activity,47,2014,1,0
345,Locking Intracellular Helices 2 and 3 Together Inactivates Human P-glycoprotein,47,2014,1,0
346,Human P-glycoprotein Contains a Greasy Ball-and-Socket Joint at the Second Transmission Interface,47,2013,1,0
347,The ATPase Activity of the P-glycoprotein Drug Pump Is Highly Activated When the N-terminal and Central Regions of the Nucleotide-binding Domains Are Linked Closely Together,47,2012,1,0
348,Arginines in the first transmembrane segment promote maturation of a P-glycoprotein processing mutant by hydrogen bond interactions with tyrosines in transmembrane segment 11,47,2008,1,0
349,Transmembrane segment 1 of human P-glycoprotein contributes to the drug-binding pocket,47,2006,1,0
350,Simultaneous binding of two different drugs in the binding pocket of the human multidrug resistance P-glycoprotein,47,2003,1,0
351,Location of the rhodamine-binding site in the human multidrug resistance P-glycoprotein,47,2002,1,0
352,"Defining the drug-binding site in the human multidrug resistance P-glycoprotein using a methanethiosulfonate analog of verapamil, MTS-verapamil",47,2001,1,0
353,Identification of residues within the drug-binding domain of the human multidrug resistance P-glycoprotein by cysteine-scanning mutagenesis and reaction with dibromobimane,47,2000,1,0
354,The transmembrane domains of the human multidrug resistance P-glycoprotein are sufficient to mediate drug binding and trafficking to the cell surface,47,1999,1,0
355,Identification of residues in the drug-binding site of human P-glycoprotein using a thiol-reactive substrate,47,1997,1,0
356,Correction of defective protein kinesis of human P-glycoprotein mutants by substrates and modulators,47,1997,1,0
357,FUNCTIONAL CONSEQUENCES OF GLYCINE MUTATIONS IN THE PREDICTED CYTOPLASMIC LOOPS OF P-GLYCOPROTEIN,47,1994,1,0
358,Substrate versus inhibitor dynamics of P-glycoprotein,47,2013,1,0
359,Allosteric modulation of human P-glycoprotein - Inhibition of transport by preventing substrate translocation and dissociation,47,2003,1,0
360,Evidence for Modulatory Sites at the Lipid-Protein Interface of the Human Multidrug Transporter P-Glycoprotein,47,2012,1,0
361,The molecular interaction of the high affinity reversal agent XR9576 with P-glycoprotein,47,1999,1,0
362,Multiple Drug Transport Pathways through Human P-Glycoprotein,47,2015,1,0
363,"In vitro and in vivo reversal of P-glycoprotein-mediated multidrug resistance by a novel potent modulator, XR9576",47,2001,1,0
364,P-glycoprotein retains function when reconstituted into a sphingolipid- and cholesterol-rich environment,47,2004,1,0
365,Mechanical Properties of Nanoscopic Lipid Domains,47,2015,1,0
366,"Global marine pollutants inhibit P-glycoprotein: Environmental levels, inhibitory effects, and cocrystal structure",47,2016,1,0
367,P-glycoprotein models of the apo and ATP-bound states based on homology with Sav1866 and MalK,47,2007,1,0
368,The Effect of Environment on the Structure of a Membrane Protein: P-Glycoprotein under Physiological Conditions,47,2012,2,0
369,P-glycoprotein effect on the properties of its natural lipid environment probed by Raman spectroscopy and Langmuir-Blodgett technique,47,2006,1,0
370,Modulation of P-glycoprotein activity by novel synthetic curcumin derivatives in sensitive and multidrug-resistant T-cell acute lymphoblastic leukemia cell lines,47,2016,1,0
371,"P-glycoprotein and 'lipid rafts': some ambiguous mutual relationships (floating on them, building them or meeting them by chance?)",47,2006,1,0
372,Protein Contacts and Ligand Binding in the Inward-Facing Model of Human P-Glycoprotein,47,2013,1,0
373,Molecular Dissection of Dual Pseudosymmetric Solute Translocation Pathways in Human P-Glycoprotein,47,2011,1,0
374,Multidrug resistance transporter P-glycoprotein has distinct but interacting binding sites for cytotoxic drugs and reversing agents,47,1998,1,0
375,ESSENTIAL FEATURES OF THE P-GLYCOPROTEIN PHARMACOPHORE AS DEFINED BY A SERIES OF RESERPINE ANALOGS THAT MODULATE MULTIDRUG RESISTANCE,47,1989,1,0
376,Phase I and pharmacokinetic study of the novel MDR1 and MRP1 inhibitor biricodar administered alone and in combination with doxorubicin,47,2001,1,0
377,Cancer multidrug resistance,47,1999,1,0
378,Translocation mechanism of P-glycoprotein and conformational changes occurring at drug-binding site: Insights from multi-targeted molecular dynamics,47,2014,1,0
379,Stoichiometry and affinity of nucleotide binding to P-glycoprotein during the catalytic cycle,47,2003,1,0
380,PHOTOSENSITIZED LABELING OF A FUNCTIONAL MULTIDRUG TRANSPORTER IN LIVING DRUG-RESISTANT TUMOR-CELLS,47,1990,1,0
381,Model quality assessment for membrane proteins,47,2010,1,0
382,"Membrane fluidization by ether, other anesthetics, and certain agents abolishes P-glycoprotein ATPase activity and modulates efflux from multidrug-resistant cells",47,1999,1,0
383,Modulation of P-glycoprotein-mediated multidrug resistance by acceleration of passive drug permeation across the plasma membrane,47,2007,1,0
384,Structure of the ABC transporter MsbA in complex with ADP-vanadate and lipopolysaccharide,47,2005,1,0
385,REVERSAL OF MULTIDRUG RESISTANCE IN FRIEND-LEUKEMIA CELLS BY DEXNIGULDIPINE-HCL,47,1993,1,0
386,Interaction of P-glycoprotein with defined phospholipid bilayers: A differential scanning calorimetric study,47,1997,1,0
387,The ATPase and ATP-binding functions of P-glycoprotein - Modulation by interaction with defined phospholipids,47,1998,1,0
388,"Effect of PSC 833, a potent inhibitor of P-glycoprotein, on the growth of astrocytoma cells in vitro",47,2003,1,0
389,Functional role of the linker region in purified human P-glycoprotein,47,2009,1,0
390,The catalytic cycle of P-glycoprotein,47,1995,1,0
391,ATP HYDROLYSIS BY MULTIDRUG-RESISTANCE PROTEIN FROM CHINESE-HAMSTER OVARY CELLS,47,1995,1,0
392,Mutually co-operative interactions between modulators of P-glycoprotein,47,1997,1,0
393,P-glycoprotein-mediated Hoechst 33342 transport out of the lipid bilayer,47,1997,1,0
394,Positively cooperative sites for drug transport by P-glycoprotein with distinct drug specificities,47,1997,1,0
395,"Structures of ABCB10, a human ATP-binding cassette transporter in apo- and nucleotide-bound states",47,2013,2,0
396,Localization of multidrug transporter substrates within model membranes,47,2006,1,0
397,Characterization of an Asymmetric Occluded State of P-glycoprotein with Two Bound Nucleotides IMPLICATIONS FOR CATALYSIS,47,2010,1,0
398,Conserved Walker A Cysteines 431 and 1074 in Human P-Glycoprotein Are Accessible to Thiol-Specific Agents in the Apo and ADP-Vanadate Trapped Conformations,47,2013,1,0
399,MODULATION OF P-GLYCOPROTEIN-MEDIATED DRUG TRANSPORT BY ALTERATIONS IN LIPID FLUIDITY OF RAT-LIVER CANALICULAR MEMBRANE-VESICLES,47,1992,1,0
400,THE MULTIDRUG-RESISTANCE-REVERSER VERAPAMIL INTERFERES WITH CELLULAR P-GLYCOPROTEIN-MEDIATED PUMPING OF DAUNORUBICIN AS A NON-COMPETING SUBSTRATE,47,1994,1,0
401,An atomic detail model for the human ATP binding cassette transporter P-glycoprotein derived from disulphide cross-linking and homology modeling,47,2003,1,0
402,Identification of Possible Binding Sites for Morphine and Nicardipine on the Multidrug Transporter P-Glycoprotein Using Umbrella Sampling Techniques,47,2015,2,0
403,P-glycoprotein is fully active after multiple tryptophan substitutions,47,2013,1,0
404,Fluorescent probes of the isoxazole-dihydropyridine scaffold: MDR-1 binding and homology model,47,2014,1,0
405,Targeting the Achilles Heel of Multidrug-Resistant Cancer by Exploiting the Fitness Cost of Resistance,47,2014,1,0
406,"Snapshots of ligand entry, malleable binding and induced helical movement in P-glycoprotein",47,2015,1,0
407,EFFECTS OF QUINIDINE AND RELATED-COMPOUNDS ON CYTO-TOXICITY AND CELLULAR ACCUMULATION OF VINCRISTINE AND ADRIAMYCIN IN DRUG-RESISTANT TUMOR-CELLS,47,1984,1,0
408,OVERCOMING OF VINCRISTINE RESISTANCE IN P388 LEUKEMIA INVIVO AND INVITRO THROUGH ENHANCED CYTO-TOXICITY OF VINCRISTINE AND VINBLASTINE BY VERAPAMIL,47,1981,1,0
409,CYCLOSPORINE-A AND ITS ANALOGS AS MODIFIERS OF ADRIAMYCIN AND VINCRISTINE RESISTANCE IN A MULTIDRUG RESISTANT HUMAN-LUNG CANCER CELL-LINE,47,1987,1,0
410,"RESISTANCE MODIFICATION BY PSC-833, A NOVEL NONIMMUNOSUPPRESSIVE CYCLOSPORINE-A",47,1991,1,0
411,Phase Behavior of Lipid Bilayers under Tension,47,2012,2,0
412,Cysteines 431 and 1074 are responsible for inhibitory disulfide cross-linking between the two nucleotide-binding sites in human P-glycoprotein,47,2001,1,0
413,BOTH P-GLYCOPROTEIN NUCLEOTIDE-BINDING SITES ARE CATALYTICALLY ACTIVE,47,1995,1,0
414,The orally administered P-glycoprotein inhibitor R101933 does not alter the plasma pharmacokinetics of docetaxel,47,2000,1,0
415,Energy transduction and alternating access of the mammalian ABC transporter P-glycoprotein,47,2017,1,0
416,Probing Structural Determinants of ATP-Binding Cassette Exporter Conformational Transition Using Coarse-Grained Molecular Dynamics,47,2015,1,0
417,Flexibility in the ABC transporter MsbA: Alternating access with a twist,47,2007,2,0
418,Structures of P-glycoprotein reveal its conformational flexibility and an epitope on the nucleotide-binding domain,47,2013,2,0
419,Tariquidar Is an Inhibitor and Not a Substrate of Human and Mouse P-glycoprotein,47,2016,1,0
420,On the Origin of Large Flexibility of P-glycoprotein in the Inward-facing State,47,2013,1,0
421,Catalytic Transitions in the Human MDR1 P-Glycoprotein Drug Binding Sites,47,2012,1,0
422,First insight into the symmetry and flexibility of membrane efflux pump P-glycoprotein by novel bifunctional modulators,47,2005,1,0
423,Allosteric transitions of ATP-binding cassette transporter MsbA studied by the adaptive anisotropic network model,47,2015,1,0
424,Atomic Structure of the Cystic Fibrosis Transmembrane Conductance Regulator,47,2016,1,0
425,The Q loops of the human multidrug resistance transporter ABCB1 are necessary to couple drug binding to the ATP catalytic cycle,47,2014,1,0
